college,major,course_code,course_name,credits,type,semester
计算机与人工智能学院,计算机类,MTT201,国家安全教育,1.0,必修,2
计算机与人工智能学院,计算机类,JOB100,大学生职业生涯规划与创业基础,2.0,必修,1
计算机与人工智能学院,计算机类,MAT211,线性代数,3.0,必修,1
计算机与人工智能学院,计算机类,MAT301,高等数学,5.0,必修,1
计算机与人工智能学院,计算机类,CST117,程序设计（语言）,3.0,必修,1
计算机与人工智能学院,计算机类,CST116,面向对象程序设计（,3.0,必修,2
计算机与人工智能学院,计算机类,HUM102,沟通与写作,2.0,限选,1
计算机与人工智能学院,计算机类,HUM129,哲学导论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM130,逻辑导论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM103,中国传统文化概论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM134,国学导论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM136,文学导论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM127,艺术导论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM139,美学导论,2.0,限选,1
计算机与人工智能学院,计算机类,HUM140,中国艺术史,2.0,限选,1
计算机与人工智能学院,计算机类,HUM141,西方艺术史,2.0,限选,1
计算机与人工智能学院,计算机类,HUM142,艺术创作与表演,2.0,限选,1
计算机与人工智能学院,计算机类,HUM106,社会学思想与方法,2.0,限选,1
计算机与人工智能学院,计算机类,HUM138,英语文学与当代世界,2.0,限选,1
计算机与人工智能学院,计算机类,HUM145,国际组织与全球治理,2.0,限选,1
计算机与人工智能学院,计算机类,HUM146,英语国家与文化互鉴,2.0,限选,1
计算机与人工智能学院,计算机类,HUM150,全球粮食安全与可持续农业,1.0,限选,1
计算机与人工智能学院,计算机类,CST121,计算机与大数据基础,2.0,限选,1
计算机与人工智能学院,计算机类,HUM148,双碳战略与可持续发展,2.0,限选,1
计算机与人工智能学院,计算机类,HUM401,数字经济,2.0,限选,1
计算机与人工智能学院,计算机类,PAD108,数字政府与社会,2.0,限选,1
计算机与人工智能学院,计算机类,CST203,计算机网络,3.0,必修,1
计算机与人工智能学院,计算机类,CST201,数字逻辑电路,3.0,必修,1
计算机与人工智能学院,计算机类,CST322,软件工程,3.0,必修,1
计算机与人工智能学院,计算机类,DSC202,数据可视化,3.0,必修,1
计算机与人工智能学院,计算机类,DSC401,深度学习,3.0,必修,1
计算机与人工智能学院,计算机类,CST332,现代密码学,3.0,必修,1
计算机与人工智能学院,计算机类,CST333,网络安全原理与实践,3.0,必修,1
计算机与人工智能学院,计算机类,CST326,区块链技术,3.0,必修,2
计算机与人工智能学院,计算机类,CST327,大数据技术,3.0,必修,1
计算机与人工智能学院,计算机类,CST123,数据仓库,3.0,必修,2
计算机与人工智能学院,计算机类,CST132,开发实践,2.0,限选,2
计算机与人工智能学院,计算机类,CST403,矩阵分析,2.0,限选,2
计算机与人工智能学院,计算机类,CST339,金融科技基础,2.0,限选,1
计算机与人工智能学院,计算机类,CST412,图论及其应用,2.0,限选,1
计算机与人工智能学院,计算机类,CST131,学术前沿系列,1.0,必修,1
计算机与人工智能学院,计算机类,CST421,科技竞赛,1.0,必修,1
计算机与人工智能学院,计算机类,MTT102,军事技能,2.0,必修,1
计算机与人工智能学院,计算机类,PRT102,名著阅读,2.0,必修,1
计算机与人工智能学院,计算机类,JTC030,计算机科学与技术毕业实习,4.0,必修,2
计算机与人工智能学院,计算机类,JTC031,人工智能毕业实习,4.0,必修,2
计算机与人工智能学院,计算机类,JTC036,网络空间安全毕业实习,4.0,必修,2
计算机与人工智能学院,计算机类,STA105,数据科学与大数据技术毕业实习,4.0,必修,2
